timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size
2026-08-04 13:35:00+05:30,1.2,1.4,1.2,1.3,256945,3406325,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 13:40:00+05:30,1.3,1.35,1.3,1.35,2210,3406325,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 13:45:00+05:30,1.3,1.35,1.25,1.25,44655,3400215,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 13:50:00+05:30,1.3,1.3,1.25,1.25,3445,3399370,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 13:55:00+05:30,1.25,1.3,1.25,1.25,7475,3397485,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 14:00:00+05:30,1.25,1.25,1.2,1.25,8710,3397485,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 14:05:00+05:30,1.25,1.3,1.25,1.3,15860,3402230,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 14:10:00+05:30,1.25,1.25,1.25,1.25,8710,3402555,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 14:15:00+05:30,1.25,1.25,1.2,1.25,5720,3401645,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 14:20:00+05:30,1.25,1.3,1.2,1.3,14105,3406260,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 14:25:00+05:30,1.3,1.3,1.25,1.3,16900,3411460,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 14:30:00+05:30,1.3,1.3,1.25,1.25,910,3411460,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 14:35:00+05:30,1.25,1.3,1.25,1.3,7605,3410160,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 14:40:00+05:30,1.3,1.35,1.3,1.3,10465,3415815,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 14:45:00+05:30,1.3,1.35,1.25,1.3,82940,3464500,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 14:50:00+05:30,1.3,1.3,1.25,1.25,18915,3473210,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
